supply_id,supply_name,supply_type,supplier_name,is_council,supply_population,protozoa_barrier,bacteria_barrier,residual_disinfection,dwsp_lodged,supplier_notifications_received_for_maybe_or_is_unsafe_water,supplier_notifications_received_for_mav_exceedance,laboratory_notifications_received_for_bacterial_mav_exceedance,laboratory_notifications_received_for_chemical_mav_exceedance,aluminium_mav_exceeded,arsenic_mav_exceeded,chlorate_mav_exceeded,chlorine_mav_exceeded,disinfection_by_product_mav_exceeded,lead_mav_exceeded,manganese_mav_exceeded,temporary_consumer_advisory_issued_in_2023,long_term_consumer_advisory_active_in_2023,total_number_of_days_in_2023_in_which_consumer_advisory_is_active
AWH004,Awhitu Central Community Hall,Self-supplied building,Auckland Council,Yes,100,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HAW006,Hawke's Bay Hospital,Self-supplied building,Hawke's Bay District Health Board,No,2000,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
LON004,Longbeach School,Self-supplied building,Ministry of Education,No,150,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
NEW003,Newbury School,Self-supplied building,Ministry of Education,No,200,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
POM002,Pompallier College,Self-supplied building,Pompallier Catholic College,No,700,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TAW001,Tawharanui Regional Park,Networked supply,Auckland Council,Yes,400,Yes,Yes,Yes,Yes,0,2,0,3,No,No,Yes,No,No,No,No,No,No,0
AMB001,Amberley,Networked supply,Hurunui District Council,Yes,3791,No,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
BUS001,Bushy Creek,Networked supply,Waitaki District Council,Yes,29,No,No,No,Yes,2,4,4,0,No,No,No,No,No,No,No,No,Yes,365
ELT001,Eltham,Networked supply,South Taranaki District Council,Yes,2064,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
OHA009,Ohai/Nightcaps,Networked supply,Southland District Council,Yes,667,Yes,Yes,Yes,Yes,0,0,0,2,No,No,No,No,Yes,No,No,No,No,0
HED001,Heddon Bush School,Self-supplied building,Ministry of Education,No,61,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAC002,Macraes Moonlight School,Self-supplied building,Ministry of Education,No,30,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
POO001,Poolburn School,Self-supplied building,Ministry of Education,No,40,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TEA010,Te Akau School,Self-supplied building,Ministry of Education,No,50,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI098,Waiheke High School,Self-supplied building,Ministry of Education,No,882,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI026,Waiau Township,Networked supply,Hurunui District Council,Yes,255,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
AWA001,Awamoko,Networked supply,Waitaki District Council,Yes,399,Yes,Yes,Yes,Yes,1,0,0,0,No,No,No,No,No,No,No,No,Yes,76
WC00165,Judds Limited,Water carrier service,Judds Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAN006,Manapouri,Networked supply,Southland District Council,Yes,228,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00116,Mangawhai Water,Water carrier service,Mangawhai Water Limited,No,,Not Applicable,Not Applicable,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HAW011,Kane Road Utilities Society Incorporated,Networked supply,Kane Road Utilities Society Incorporated,No,65,Yes,Yes,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00413,Domestic Water Services,Water carrier service,Domestic Water Services,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00490,Make It Rain,Water carrier service,K&Z Industry Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
AWH001,Awhitu District School,Self-supplied building,Ministry of Education,No,140,Yes,Yes,Not Applicable,No,1,1,2,0,No,No,No,No,No,No,No,Yes,No,12
HED002,Hedgehope School,Self-supplied building,Ministry of Education,No,39,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAH002,Mahana School,Self-supplied building,Ministry of Education,No,70,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
NGA006,Ngaere School,Self-supplied building,Ministry of Education,No,150,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PUK008,Pukehina School,Self-supplied building,Ministry of Education,No,80,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
GOL007,Golf Road Water Supply Incorporated,Networked supply,Golf Road Water Supply Incorporated,No,48,No,No,No,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HAN001,Hanmer,Networked supply,Hurunui District Council,Yes,948,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
DUN004,Duntroon,Networked supply,Waitaki District Council,Yes,81,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00167,McKean Motors and Contractors Ltd,Water carrier service,McKean Motors and Contractors,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
LUM001,Lumsden/Balfour,Networked supply,Southland District Council,Yes,1061,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00395,Hilton Haulage Ltd Partnership,Water carrier service,Hilton Haulage Limited Partnership,No,,Not Applicable,Not Applicable,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00491,K R Casey Water Supply,Water carrier service,Exterior Surface Cleaners Limited,No,,Not Applicable,Not Applicable,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
NGA025,Ngakonui Valley School,Self-supplied building,Ministry of Education,No,120,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI179,Waiheke Primary School,Self-supplied building,Ministry of Education,No,350,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
KAI039,Kaiwara,Networked supply,Hurunui District Council,Yes,129,No,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,Yes,365
MID001,Midhirst,Networked supply,Stratford District Council,Yes,200,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
EAS002,Eastern Bush / Otahu Flat RWS,Networked supply,Southland District Council,Yes,180,No,Yes,Yes,Yes,1,1,1,0,No,No,No,No,No,No,No,Yes,No,7
WC00239,Water Carriers,Water carrier service,Everson Contracting Limited,No,,Not Applicable,Not Applicable,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
KIN002,Kingseat Community,Networked supply,Ray Peterson Contracting Limited,No,400,No,Yes,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
BAI001,Bainesse School,Self-supplied building,Ministry of Education,No,47,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HER002,Herekino School,Self-supplied building,Ministry of Education,No,50,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
NGA007,Ngakuru School,Self-supplied building,Ministry of Education,No,75,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PUK012,Pukehou School,Self-supplied building,Ministry of Education,No,100,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI167,Waiheke Island Playcentre,Self-supplied building,Playcentre Aotearoa,No,35,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MOT016,Hurunui #1,Networked supply,Hurunui District Council,Yes,681,No,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,Yes,365
TOK004,Toko,Networked supply,Stratford District Council,Yes,55,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
EDE001,Edendale/Wyndham,Networked supply,Southland District Council,Yes,1152,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
KIN010,Kinloch Park,Networked supply,Kinloch Park Residents Association,No,140,No,No,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TOR002,Torrent Bay Township,Networked supply,Torrent Bay Township Committee,No,20,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,Yes,365
WC00494,TND Services Ltd,Water carrier service,TND Services Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
BAL002,Ballance School,Self-supplied building,Ministry of Education,No,30,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAH008,The KingsWay Trust,Self-supplied building,The KingsWay Trust,No,330,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
NGA014,Ngamatapouri School,Self-supplied building,Ministry of Education,No,11,Yes,Yes,Not Applicable,No,0,0,1,0,No,No,No,No,No,No,No,No,No,0
PUK031,Pukekawa Playcentre,Self-supplied building,Playcentre Aotearoa,No,40,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
STR001,Stratford,Networked supply,Stratford District Council,Yes,6773,Yes,Yes,Yes,Yes,0,1,0,0,Yes,No,No,No,No,No,No,No,No,0
WIN001,Winton,Networked supply,Southland District Council,Yes,2436,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00341,Western Water Supplies,Water carrier service,North Shore Carpet Cleaning (1998) Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
KIW003,Kiwitea Rural Water Scheme - Kiwitea Bore,Networked supply,Kiwitea Rural Scheme,No,230,No,Yes,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
BAL005,Tekapo Military Training Area,Networked supply,New Zealand Defence Force,No,50,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HIK003,Hikuai School,Self-supplied building,Ministry of Education,No,40,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAH003,Mahurangi Regional Park,Networked supply,Auckland Council,Yes,400,Yes,Yes,Yes,Yes,1,0,0,0,No,No,No,No,No,No,No,No,No,0
PUK007,Pukekawa School,Self-supplied building,Ministry of Education,No,135,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI067,Waiau Rural,Networked supply,Hurunui District Council,Yes,435,No,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00169,Water Boy,Water carrier service,J A Archibald & Son Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MOS002,Mossburn,Networked supply,Southland District Council,Yes,201,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00343,Waioneke Water,Water carrier supply,Waioneke Water,No,,Not Applicable,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
KUT003,Kutarere,Networked supply,Kutarere Community Water Scheme Incorporated,No,100,No,No,No,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
BUT300,Butchers Rise,Networked supply,Butchers Rise Water Company Limited,No,26,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
BAR001,Barrytown School,Self-supplied building,Ministry of Education,No,20,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HIL001,Hillside Primary School,Self-supplied building,Ministry of Education,No,38,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAI006,Maihiihi School,Self-supplied building,Ministry of Education,No,70,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
NGA015,Ngamuwahine Outdoor Centre,Self-supplied building,Ngamuwahine Camp Trust,No,70,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PUK018,Pukekohe East School,Self-supplied building,Ministry of Education,No,202,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MEA002,Meadowlinks,Networked supply,Meadowlinks Farm Estate Residents Association Incorporated,No,27,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI068,Waipara Township,Networked supply,Hurunui District Council,Yes,285,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00170,Nelmac Ltd,Water carrier service,Nelmac Ltd,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
RIV001,Riverton,Networked supply,Southland District Council,Yes,1506,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00344,Wilson Contractors 2003 Ltd,Water carrier service,Wilson Contractors Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
LAK026,Lakeside Estates,Networked supply,Lakeside Estates Homeowners Association Incorporated,No,60,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00396,Drip Drop Water Cartage Ltd,Water carrier service,Drip Drop Water Cartage Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00497,Hydrojet Limited,Water carrier service,Hydrojet Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
BAT001,Battle Hill Farm Forest Park,Self-supplied building,Greater Wellington Regional Council,Yes,164,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
NGA028,Te Kura o Ngapuke,Self-supplied building,Ministry of Education,No,70,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PUK023,Pukemiro School,Self-supplied building,Ministry of Education,No,42,No,No,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
RAU012,Raukokore River West,Networked supply,Lowe Environmental Impact,No,25,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,1,1,0,No,No,No,No,No,No,No,No,No,0
PAR009,Parnassus Rural,Networked supply,Hurunui District Council,Yes,210,No,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WYU003,Wyuna Preserve Residents Association,Networked supply,Wyuna Preserve Residents Association Incorporated,No,100,No,No,No,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
ACH001,Acheron,Networked supply,Selwyn District Council,Yes,195,Yes,Yes,Yes,Yes,2,0,0,0,No,No,No,No,No,No,No,Yes,No,48
WC00173,Hydra Care NZ Ltd,Water carrier service,Hydra-Care (NZ) Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,1,0,No,No,No,No,No,No,No,No,No,0
TUA001,Tuatapere,Networked supply,Southland District Council,Yes,531,Yes,Yes,Yes,Yes,1,0,0,0,No,No,No,No,No,No,No,No,Yes,198
WC00345,Cheetham Excavators ltd,Water carrier service,Cheetham Excavators Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TOK006,Tokanui,Linked supply,Land Information New Zealand,No,250,Not Applicable,Not Applicable,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
BEA008,Beachlands Library,Self-supplied building,Auckland Council,Yes,100,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HIR001,Hira School,Self-supplied building,Ministry of Education,No,80,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAK006,Makahu School,Self-supplied building,Ministry of Education,No,13,Yes,Yes,Not Applicable,No,0,0,1,0,No,No,No,No,No,No,No,No,No,0
NGA010,Ngata Memorial College,Self-supplied building,Ministry of Education,No,120,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PUK016,Pukenui School (Kaitaia),Self-supplied building,Ministry of Education,No,100,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TEH007,Te Hapua School,Self-supplied building,Ministry of Education,No,40,Yes,Yes,Not Applicable,No,1,1,3,0,No,No,No,No,No,No,No,No,Yes,26
WAI076,Waikaia School,Self-supplied building,Ministry of Education,No,30,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00175,Russell Contracting Limited,Water carrier service,Russell Contracting Limited,No,,Not Applicable,Not Applicable,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TEA002,Te Anau,Networked supply,Southland District Council,Yes,2628,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00348,Carterton Plumbers LTD,Water carrier service,Carterton Plumbers Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
LAS003,Last Chance,Networked supply,Last Chance Community Water Scheme Incorporated,No,159,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
ALE004,"Big Apple Water, Alexandra",Networked supply,"Alexandra, Big Apple",No,21,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
BEA006,Beachlands Log Cabin,Self-supplied building,Auckland Council,Yes,100,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HIR002,Hiruharama School,Self-supplied building,Ministry of Education,No,184,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,1,0,No,No,No,No,No,No,No,No,No,0
MAK005,Makarika School,Self-supplied building,Ministry of Education,No,36,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
NGA012,Ngataki School,Self-supplied building,Ministry of Education,No,40,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PUK010,Pukeokahu School,Self-supplied building,Ministry of Education,No,15,Not Applicable,No,Not Applicable,No,0,0,1,0,No,No,No,No,No,No,No,No,Yes,272
TEH018,Te Henga - Hilary Trail,Self-supplied building,Auckland Council,Yes,100,No,No,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00493,Hurunui District Council Water Carrier,Water carrier service,Hurunui District Council,Yes,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00504,Delta Contracting (2012) Limited,Water carrier service,DELTA CONTRACTING (2012) LIMITED,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HOP001,Brightwater,Networked supply,Tasman District Council,Yes,2189,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00242,Kerikeri Water Supplies,Water carrier service,Kerikeri Water Supplies Limited,No,,Not Applicable,Not Applicable,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
BEA001,Beachlands School,Self-supplied building,Ministry of Education,No,840,Yes,Yes,Not Applicable,No,0,0,1,0,No,No,No,No,No,No,No,No,No,0
HIW001,Hiwinui School,Self-supplied building,Ministry of Education,No,70,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAK007,Makarora Primary School,Self-supplied building,Ministry of Education,No,10,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
NGA018,Ngatapa School,Self-supplied building,Ministry of Education,No,24,Yes,Yes,Not Applicable,Yes,0,0,1,0,No,No,No,No,No,No,No,No,No,0
PUK017,Pukeoware School,Self-supplied building,Ministry of Education,No,180,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TEH003,Te Hihi School,Self-supplied building,Ministry of Education,No,233,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HAP001,Hapuku Heights Domestic Water Scheme,Networked supply,Hapuku Heights Domestic Water Scheme Limited,No,16,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
OAR001,Oaro,Networked supply,Kaikoura District Council,Yes,200,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TAP003,Tapawera,Networked supply,Tasman District Council,Yes,400,Yes,Yes,Yes,Yes,1,0,0,0,No,No,No,No,No,No,No,Yes,No,9
WC00243,North End Contractors Ltd,Water carrier service,North End Contractors Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00398,Ohakune Volunteer Fire Brigade Inc. Society,Water carrier service,Ohakune Volunteer Fire Brigade Incorporated,No,,Not Applicable,Not Applicable,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
BEA007,Beachlands War Mem. Hall,Self-supplied building,Auckland Council,Yes,100,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PUK015,Pukepoto School,Self-supplied building,Ministry of Education,No,130,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI093,Te Kura o Waikare,Self-supplied building,Ministry of Education,No,50,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
RIP001,Ripponvale Water & Waste,Networked supply,Ripponvale Water & Waste,No,40,No,No,No,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
OCE002,Ocean Ridge,Networked supply,Kaikoura District Council,Yes,450,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
INA002,Inangahua Junction,Networked supply,Buller District Council,Yes,70,Yes,Yes,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI023,Mapua/Ruby Bay,Networked supply,Tasman District Council,Yes,2500,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
ARA003,Arapuni,Networked supply,South Waikato District Council,Yes,300,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
BOM003,Bombay,Networked supply,Watercare Services Ltd (Auckland),No,609,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00399,The Water Guy,Water carrier service,The Water Guy Limited,No,,Not Applicable,Not Applicable,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
BEA005,Beaconsfield Memorial Hall,Self-supplied building,Manawatu Rangitikei Shared Services,No,25,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAK010,Makauri Rural Kindergarten,Self-supplied building,Gisborne Kindergarten Association,No,46,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PUK003,Puketapu School,Self-supplied building,Ministry of Education,No,245,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00516,Shorewater,Water carrier service,KIKKS INVESTMENTS LIMITED,No,,Not Applicable,Not Applicable,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PEK002,Peketa Village,Networked supply,Kaikoura District Council,Yes,100,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HYD001,Hydro Village Limited,Linked supply,Southern Cross Horticulture Limited,No,100,Not Applicable,Not Applicable,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
LIT003,Little Wanganui,Networked supply,Buller District Council,Yes,150,No,No,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,Yes,365
UPP002,Upper Takaka,Networked supply,Tasman District Council,Yes,50,Yes,Yes,No,Yes,0,0,0,0,No,No,No,No,No,No,No,Yes,No,9
ATH002,Athol,Linked supply,South Waikato District Council,Yes,50,Not Applicable,Not Applicable,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HUI006,Huia Village,Networked supply,Watercare Services Ltd (Auckland),No,597,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
